t_sec      qx           qy           qz           qw
112.000  -0.892769600  -0.065286633   0.177636180   0.408834300
112.250  -0.892790565  -0.065387796   0.177783248   0.408708404
112.500  -0.892811375  -0.065488876   0.177930201   0.408582793
112.750  -0.892832029  -0.065589871   0.178077041   0.408457468
113.000  -0.892852528  -0.065690782   0.178223768   0.408332430
113.250  -0.892872871  -0.065791610   0.178370382   0.408207677
113.500  -0.892893059  -0.065892354   0.178516882   0.408083210
113.750  -0.892913091  -0.065993013   0.178663270   0.407959029
114.000  -0.892932969  -0.066093589   0.178809544   0.407835135
114.250  -0.892952692  -0.066194081   0.178955706   0.407711527
114.500  -0.892972260  -0.066294489   0.179101755   0.407588205
114.750  -0.892991674  -0.066394813   0.179247691   0.407465170
115.000  -0.893010933  -0.066495053   0.179393516   0.407342421
115.250  -0.893030038  -0.066595209   0.179539228   0.407219959
115.500  -0.893048989  -0.066695281   0.179684827   0.407097784
115.750  -0.893067786  -0.066795269   0.179830315   0.406975895
116.000  -0.893086430  -0.066895173   0.179975691   0.406854293
116.250  -0.893104920  -0.066994994   0.180120955   0.406732977
116.500  -0.893123256  -0.067094730   0.180266108   0.406611949
116.750  -0.893141439  -0.067194382   0.180411148   0.406491208
117.000  -0.893159469  -0.067293951   0.180556078   0.406370753
117.250  -0.893177347  -0.067393435   0.180700896   0.406250586
117.500  -0.893195071  -0.067492836   0.180845603   0.406130706
117.750  -0.893212643  -0.067592152   0.180990200   0.406011113
118.000  -0.893230062  -0.067691385   0.181134685   0.405891807
118.250  -0.893247329  -0.067790534   0.181279059   0.405772789
118.500  -0.893264443  -0.067889598   0.181423323   0.405654058
118.750  -0.893281406  -0.067988579   0.181567476   0.405535615
119.000  -0.893298216  -0.068087476   0.181711519   0.405417459
119.250  -0.893314875  -0.068186289   0.181855452   0.405299590
119.500  -0.893331383  -0.068285018   0.181999275   0.405182009
119.750  -0.893347739  -0.068383662   0.182142987   0.405064716
120.000  -0.893363943  -0.068482223   0.182286590   0.404947711
120.250  -0.893379997  -0.068580700   0.182430083   0.404830994
120.500  -0.893395900  -0.068679093   0.182573466   0.404714564
120.750  -0.893411651  -0.068777402   0.182716740   0.404598422
121.000  -0.893427252  -0.068875627   0.182859905   0.404482568
121.250  -0.893442703  -0.068973767   0.183002960   0.404367003
121.500  -0.893458003  -0.069071824   0.183145906   0.404251725
121.750  -0.893473153  -0.069169797   0.183288743   0.404136735
122.000  -0.893488153  -0.069267686   0.183431472   0.404022034
122.250  -0.893503002  -0.069365491   0.183574092   0.403907621
122.500  -0.893517703  -0.069463211   0.183716603   0.403793496
122.750  -0.893532253  -0.069560848   0.183859005   0.403679660
123.000  -0.893546654  -0.069658401   0.184001300   0.403566111
123.250  -0.893560905  -0.069755869   0.184143486   0.403452852
123.500  -0.893575008  -0.069853254   0.184285564   0.403339881
123.750  -0.893588961  -0.069950554   0.184427534   0.403227198
124.000  -0.893602766  -0.070047771   0.184569396   0.403114804
124.250  -0.893616421  -0.070144903   0.184711151   0.403002699
124.500  -0.893629928  -0.070241951   0.184852798   0.402890882
124.750  -0.893643287  -0.070338915   0.184994338   0.402779354
125.000  -0.893656497  -0.070435796   0.185135770   0.402668115
125.250  -0.893669559  -0.070532591   0.185277096   0.402557165
125.500  -0.893682473  -0.070629303   0.185418314   0.402446503
125.750  -0.893695239  -0.070725931   0.185559425   0.402336131
126.000  -0.893707857  -0.070822475   0.185700430   0.402226047
126.250  -0.893720328  -0.070918934   0.185841328   0.402116253
126.500  -0.893732651  -0.071015310   0.185982120   0.402006747
126.750  -0.893744827  -0.071111601   0.186122805   0.401897531
127.000  -0.893756856  -0.071207808   0.186263384   0.401788604
127.250  -0.893768738  -0.071303931   0.186403857   0.401679966
127.500  -0.893780473  -0.071399969   0.186544224   0.401571617
127.750  -0.893792061  -0.071495924   0.186684485   0.401463558
128.000  -0.893803502  -0.071591794   0.186824640   0.401355788
128.250  -0.893814797  -0.071687581   0.186964690   0.401248307
128.500  -0.893825946  -0.071783282   0.187104635   0.401141116
128.750  -0.893836948  -0.071878900   0.187244474   0.401034214
129.000  -0.893847805  -0.071974434   0.187384208   0.400927602
129.250  -0.893858515  -0.072069883   0.187523837   0.400821279
129.500  -0.893869080  -0.072165248   0.187663361   0.400715246
129.750  -0.893879499  -0.072260529   0.187802781   0.400609502
130.000  -0.893889773  -0.072355725   0.187942095   0.400504048
130.250  -0.893899901  -0.072450837   0.188081306   0.400398884
130.500  -0.893909884  -0.072545865   0.188220411   0.400294009
130.750  -0.893919722  -0.072640809   0.188359413   0.400189424
131.000  -0.893929415  -0.072735668   0.188498311   0.400085129
131.250  -0.893938963  -0.072830443   0.188637104   0.399981124
131.500  -0.893948367  -0.072925134   0.188775794   0.399877409
131.750  -0.893957626  -0.073019740   0.188914380   0.399773984
132.000  -0.893966740  -0.073114262   0.189052863   0.399670848
132.250  -0.893975711  -0.073208700   0.189191242   0.399568003
132.500  -0.893984537  -0.073303053   0.189329518   0.399465447
132.750  -0.893993219  -0.073397322   0.189467691   0.399363182
133.000  -0.894001758  -0.073491506   0.189605761   0.399261207
133.250  -0.894010152  -0.073585606   0.189743728   0.399159521
133.500  -0.894018404  -0.073679622   0.189881592   0.399058126
133.750  -0.894026511  -0.073773553   0.190019354   0.398957022
134.000  -0.894034476  -0.073867400   0.190157013   0.398856207
134.250  -0.894042297  -0.073961162   0.190294570   0.398755682
134.500  -0.894049975  -0.074054839   0.190432025   0.398655448
134.750  -0.894057511  -0.074148433   0.190569377   0.398555505
135.000  -0.894064903  -0.074241941   0.190706628   0.398455851
135.250  -0.894072153  -0.074335366   0.190843777   0.398356488
135.500  -0.894079260  -0.074428705   0.190980824   0.398257415
135.750  -0.894086225  -0.074521960   0.191117770   0.398158633
136.000  -0.894093048  -0.074615131   0.191254615   0.398060141
136.250  -0.894099729  -0.074708217   0.191391358   0.397961940
136.500  -0.894106267  -0.074801218   0.191528000   0.397864029
136.750  -0.894112664  -0.074894135   0.191664541   0.397766409
137.000  -0.894118919  -0.074986967   0.191800982   0.397669079
137.250  -0.894125033  -0.075079714   0.191937321   0.397572040
137.500  -0.894131005  -0.075172377   0.192073560   0.397475291
137.750  -0.894136836  -0.075264955   0.192209699   0.397378833
138.000  -0.894142525  -0.075357449   0.192345738   0.397282666
138.250  -0.894148074  -0.075449857   0.192481676   0.397186790
138.500  -0.894153481  -0.075542181   0.192617515   0.397091204
138.750  -0.894158748  -0.075634421   0.192753253   0.396995909
139.000  -0.894163874  -0.075726575   0.192888892   0.396900904
139.250  -0.894168859  -0.075818645   0.193024431   0.396806191
139.500  -0.894173704  -0.075910630   0.193159871   0.396711768
139.750  -0.894178409  -0.076002530   0.193295212   0.396617636
140.000  -0.894182974  -0.076094345   0.193430453   0.396523795
140.250  -0.894187398  -0.076186076   0.193565596   0.396430245
140.500  -0.894191683  -0.076277721   0.193700639   0.396336986
140.750  -0.894195827  -0.076369282   0.193835584   0.396244018
141.000  -0.894199832  -0.076460758   0.193970430   0.396151340
141.250  -0.894203698  -0.076552149   0.194105178   0.396058954
141.500  -0.894207424  -0.076643454   0.194239827   0.395966858
141.750  -0.894211011  -0.076734675   0.194374378   0.395875054
142.000  -0.894214459  -0.076825811   0.194508832   0.395783541
142.250  -0.894217767  -0.076916862   0.194643187   0.395692318
142.500  -0.894220937  -0.077007828   0.194777444   0.395601387
142.750  -0.894223968  -0.077098709   0.194911604   0.395510747
143.000  -0.894226860  -0.077189505   0.195045667   0.395420398
143.250  -0.894229614  -0.077280216   0.195179632   0.395330340
143.500  -0.894232229  -0.077370842   0.195313500   0.395240573
143.750  -0.894234706  -0.077461382   0.195447271   0.395151097
144.000  -0.894237044  -0.077551838   0.195580945   0.395061913
144.250  -0.894239245  -0.077642208   0.195714522   0.394973019
144.500  -0.894241308  -0.077732493   0.195848002   0.394884417
144.750  -0.894243233  -0.077822693   0.195981386   0.394796106
145.000  -0.894245020  -0.077912808   0.196114674   0.394708086
145.250  -0.894246669  -0.078002837   0.196247865   0.394620358
145.500  -0.894248182  -0.078092782   0.196380961   0.394532921
145.750  -0.894249556  -0.078182641   0.196513960   0.394445775
146.000  -0.894250794  -0.078272414   0.196646864   0.394358920
146.250  -0.894251894  -0.078362102   0.196779672   0.394272357
146.500  -0.894252858  -0.078451705   0.196912384   0.394186085
146.750  -0.894253684  -0.078541223   0.197045001   0.394100104
147.000  -0.894254374  -0.078630655   0.197177523   0.394014415
147.250  -0.894254927  -0.078720002   0.197309950   0.393929016
147.500  -0.894255344  -0.078809263   0.197442282   0.393843910
147.750  -0.894255624  -0.078898439   0.197574519   0.393759094
148.000  -0.894255768  -0.078987529   0.197706661   0.393674570
148.250  -0.894255776  -0.079076534   0.197838709   0.393590338
148.500  -0.894255648  -0.079165453   0.197970662   0.393506397
148.750  -0.894255384  -0.079254286   0.198102522   0.393422747
149.000  -0.894254984  -0.079343034   0.198234287   0.393339389
149.250  -0.894254448  -0.079431697   0.198365958   0.393256322
149.500  -0.894253777  -0.079520274   0.198497535   0.393173546
149.750  -0.894252970  -0.079608765   0.198629019   0.393091062
150.000  -0.894252028  -0.079697170   0.198760409   0.393008870
150.250  -0.894250950  -0.079785490   0.198891706   0.392926969
150.500  -0.894249738  -0.079873724   0.199022909   0.392845359
150.750  -0.894248390  -0.079961872   0.199154020   0.392764041
151.000  -0.894246908  -0.080049934   0.199285037   0.392683014
151.250  -0.894245291  -0.080137910   0.199415962   0.392602279
151.500  -0.894243539  -0.080225801   0.199546794   0.392521835
151.750  -0.894241652  -0.080313606   0.199677533   0.392441683
152.000  -0.894239631  -0.080401325   0.199808180   0.392361823
152.250  -0.894237476  -0.080488958   0.199938735   0.392282254
152.500  -0.894235187  -0.080576504   0.200069198   0.392202976
152.750  -0.894232763  -0.080663965   0.200199568   0.392123990
153.000  -0.894230205  -0.080751340   0.200329847   0.392045295
153.250  -0.894227514  -0.080838629   0.200460034   0.391966892
153.500  -0.894224688  -0.080925832   0.200590130   0.391888781
153.750  -0.894221729  -0.081012948   0.200720134   0.391810961
154.000  -0.894218636  -0.081099979   0.200850047   0.391733432
154.250  -0.894215410  -0.081186923   0.200979869   0.391656196
154.500  -0.894212051  -0.081273781   0.201109600   0.391579250
154.750  -0.894208558  -0.081360553   0.201239240   0.391502597
155.000  -0.894204932  -0.081447239   0.201368790   0.391426234
155.250  -0.894201173  -0.081533838   0.201498249   0.391350164
155.500  -0.894197281  -0.081620351   0.201627617   0.391274385
155.750  -0.894193257  -0.081706778   0.201756895   0.391198897
156.000  -0.894189099  -0.081793118   0.201886084   0.391123701
156.250  -0.894184809  -0.081879372   0.202015182   0.391048797
156.500  -0.894180387  -0.081965540   0.202144190   0.390974184
156.750  -0.894175832  -0.082051620   0.202273109   0.390899863
157.000  -0.894171145  -0.082137615   0.202401938   0.390825833
157.250  -0.894166325  -0.082223523   0.202530678   0.390752095
157.500  -0.894161374  -0.082309344   0.202659328   0.390678648
157.750  -0.894156290  -0.082395079   0.202787890   0.390605493
158.000  -0.894151075  -0.082480727   0.202916362   0.390532630
158.250  -0.894145728  -0.082566288   0.203044746   0.390460058
158.500  -0.894140249  -0.082651763   0.203173041   0.390387778
158.750  -0.894134638  -0.082737151   0.203301248   0.390315789
159.000  -0.894128896  -0.082822452   0.203429366   0.390244092
159.250  -0.894123023  -0.082907667   0.203557396   0.390172686
159.500  -0.894117019  -0.082992794   0.203685337   0.390101572
159.750  -0.894110883  -0.083077835   0.203813191   0.390030749
160.000  -0.894104616  -0.083162789   0.203940957   0.389960218
160.250  -0.894098219  -0.083247655   0.204068636   0.389889979
160.500  -0.894091690  -0.083332435   0.204196226   0.389820031
160.750  -0.894085031  -0.083417128   0.204323730   0.389750374
161.000  -0.894078241  -0.083501734   0.204451146   0.389681009
161.250  -0.894071320  -0.083586252   0.204578475   0.389611936
161.500  -0.894064269  -0.083670684   0.204705717   0.389543154
161.750  -0.894057088  -0.083755028   0.204832873   0.389474663
162.000  -0.894049776  -0.083839286   0.204959942   0.389406464
162.250  -0.894042334  -0.083923456   0.205086924   0.389338557
162.500  -0.894034762  -0.084007538   0.205213820   0.389270941
162.750  -0.894027060  -0.084091534   0.205340629   0.389203616
163.000  -0.894019229  -0.084175442   0.205467353   0.389136583
163.250  -0.894011267  -0.084259263   0.205593991   0.389069842
163.500  -0.894003176  -0.084342996   0.205720543   0.389003392
163.750  -0.893994955  -0.084426642   0.205847009   0.388937233
164.000  -0.893986605  -0.084510200   0.205973389   0.388871366
164.250  -0.893978125  -0.084593671   0.206099685   0.388805790
164.500  -0.893969516  -0.084677054   0.206225895   0.388740506
164.750  -0.893960778  -0.084760350   0.206352020   0.388675513
165.000  -0.893951911  -0.084843558   0.206478060   0.388610812
165.250  -0.893942914  -0.084926678   0.206604016   0.388546402
165.500  -0.893933789  -0.085009711   0.206729886   0.388482283
165.750  -0.893924535  -0.085092655   0.206855673   0.388418456
166.000  -0.893915152  -0.085175512   0.206981375   0.388354920
166.250  -0.893905640  -0.085258282   0.207106992   0.388291675
166.500  -0.893896000  -0.085340963   0.207232526   0.388228722
166.750  -0.893886232  -0.085423556   0.207357976   0.388166060
167.000  -0.893876335  -0.085506062   0.207483342   0.388103690
167.250  -0.893866310  -0.085588479   0.207608624   0.388041611
167.500  -0.893856157  -0.085670808   0.207733823   0.387979823
167.750  -0.893845875  -0.085753050   0.207858938   0.387918326
168.000  -0.893835466  -0.085835203   0.207983971   0.387857121
168.250  -0.893824928  -0.085917268   0.208108920   0.387796207
168.500  -0.893814263  -0.085999244   0.208233786   0.387735584
168.750  -0.893803470  -0.086081133   0.208358570   0.387675253
169.000  -0.893792550  -0.086162933   0.208483271   0.387615213
169.250  -0.893781501  -0.086244645   0.208607890   0.387555464
169.500  -0.893770326  -0.086326268   0.208732426   0.387496006
169.750  -0.893759023  -0.086407803   0.208856880   0.387436839
170.000  -0.893747592  -0.086489250   0.208981252   0.387377964
170.250  -0.893736035  -0.086570608   0.209105542   0.387319380
170.500  -0.893724350  -0.086651877   0.209229751   0.387261087
170.750  -0.893712539  -0.086733058   0.209353878   0.387203085
171.000  -0.893700600  -0.086814150   0.209477923   0.387145374
171.250  -0.893688534  -0.086895154   0.209601887   0.387087955
171.500  -0.893676342  -0.086976068   0.209725770   0.387030826
171.750  -0.893664023  -0.087056894   0.209849572   0.386973989
172.000  -0.893651578  -0.087137631   0.209973293   0.386917442
172.250  -0.893639006  -0.087218279   0.210096933   0.386861187
172.500  -0.893626307  -0.087298839   0.210220493   0.386805223
172.750  -0.893613482  -0.087379309   0.210343972   0.386749550
173.000  -0.893600531  -0.087459690   0.210467371   0.386694168
173.250  -0.893587454  -0.087539983   0.210590690   0.386639077
173.500  -0.893574250  -0.087620186   0.210713928   0.386584277
173.750  -0.893560921  -0.087700300   0.210837087   0.386529767
174.000  -0.893547465  -0.087780324   0.210960167   0.386475549
174.250  -0.893533884  -0.087860260   0.211083166   0.386421622
174.500  -0.893520177  -0.087940106   0.211206086   0.386367986
174.750  -0.893506344  -0.088019863   0.211328927   0.386314640
175.000  -0.893492386  -0.088099531   0.211451689   0.386261586
175.250  -0.893478302  -0.088179109   0.211574372   0.386208822
175.500  -0.893464092  -0.088258597   0.211696976   0.386156349
175.750  -0.893449758  -0.088337996   0.211819501   0.386104167
176.000  -0.893435298  -0.088417305   0.211941948   0.386052276
176.250  -0.893420712  -0.088496525   0.212064316   0.386000676
176.500  -0.893406002  -0.088575655   0.212186606   0.385949366
176.750  -0.893391167  -0.088654695   0.212308818   0.385898347
177.000  -0.893376206  -0.088733646   0.212430952   0.385847619
177.250  -0.893361121  -0.088812507   0.212553008   0.385797182
177.500  -0.893345911  -0.088891277   0.212674986   0.385747035
177.750  -0.893330576  -0.088969958   0.212796887   0.385697179
178.000  -0.893315116  -0.089048549   0.212918710   0.385647614
178.250  -0.893299532  -0.089127050   0.213040456   0.385598339
178.500  -0.893283823  -0.089205460   0.213162125   0.385549355
178.750  -0.893267990  -0.089283781   0.213283717   0.385500662
179.000  -0.893252033  -0.089362011   0.213405232   0.385452259
179.250  -0.893235951  -0.089440151   0.213526671   0.385404147
179.500  -0.893219745  -0.089518201   0.213648033   0.385356325
179.750  -0.893203415  -0.089596160   0.213769318   0.385308794
180.000  -0.893186960  -0.089674029   0.213890527   0.385261553
180.250  -0.893170382  -0.089751808   0.214011661   0.385214603
180.500  -0.893153680  -0.089829496   0.214132718   0.385167944
180.750  -0.893136854  -0.089907093   0.214253699   0.385121574
181.000  -0.893119904  -0.089984600   0.214374605   0.385075496
181.250  -0.893102831  -0.090062016   0.214495435   0.385029707
181.500  -0.893085634  -0.090139341   0.214616190   0.384984209
181.750  -0.893068313  -0.090216576   0.214736869   0.384939001
182.000  -0.893050869  -0.090293719   0.214857474   0.384894084
182.250  -0.893033301  -0.090370772   0.214978003   0.384849457
182.500  -0.893015610  -0.090447734   0.215098458   0.384805120
182.750  -0.892997796  -0.090524605   0.215218838   0.384761074
183.000  -0.892979859  -0.090601384   0.215339143   0.384717318
183.250  -0.892961798  -0.090678073   0.215459375   0.384673852
183.500  -0.892943614  -0.090754670   0.215579531   0.384630676
183.750  -0.892925308  -0.090831176   0.215699614   0.384587790
184.000  -0.892906878  -0.090907591   0.215819623   0.384545195
184.250  -0.892888326  -0.090983915   0.215939558   0.384502890
184.500  -0.892869651  -0.091060147   0.216059419   0.384460875
184.750  -0.892850853  -0.091136287   0.216179207   0.384419150
185.000  -0.892831932  -0.091212336   0.216298922   0.384377714
185.250  -0.892812889  -0.091288294   0.216418563   0.384336570
185.500  -0.892793723  -0.091364160   0.216538131   0.384295715
185.750  -0.892774435  -0.091439934   0.216657626   0.384255150
186.000  -0.892755024  -0.091515616   0.216777049   0.384214875
186.250  -0.892735491  -0.091591207   0.216896398   0.384174889
186.500  -0.892715836  -0.091666705   0.217015675   0.384135194
186.750  -0.892696059  -0.091742112   0.217134880   0.384095789
187.000  -0.892676159  -0.091817427   0.217254013   0.384056674
187.250  -0.892656138  -0.091892649   0.217373073   0.384017848
187.500  -0.892635994  -0.091967780   0.217492062   0.383979312
187.750  -0.892615729  -0.092042818   0.217610979   0.383941067
188.000  -0.892595341  -0.092117764   0.217729824   0.383903110
188.250  -0.892574832  -0.092192618   0.217848598   0.383865444
188.500  -0.892554201  -0.092267379   0.217967300   0.383828067
188.750  -0.892533448  -0.092342048   0.218085931   0.383790980
189.000  -0.892512574  -0.092416625   0.218204491   0.383754183
189.250  -0.892491578  -0.092491109   0.218322980   0.383717675
189.500  -0.892470461  -0.092565500   0.218441398   0.383681457
189.750  -0.892449222  -0.092639799   0.218559745   0.383645529
190.000  -0.892427862  -0.092714005   0.218678022   0.383609890
190.250  -0.892406380  -0.092788118   0.218796229   0.383574540
190.500  -0.892384777  -0.092862138   0.218914366   0.383539480
190.750  -0.892363053  -0.092936065   0.219032432   0.383504710
191.000  -0.892341208  -0.093009900   0.219150428   0.383470229
191.250  -0.892319242  -0.093083641   0.219268355   0.383436038
191.500  -0.892297155  -0.093157289   0.219386212   0.383402135
191.750  -0.892274946  -0.093230844   0.219503999   0.383368523
192.000  -0.892252617  -0.093304305   0.219621717   0.383335199
192.250  -0.892230167  -0.093377674   0.219739366   0.383302165
192.500  -0.892207596  -0.093450949   0.219856946   0.383269420
192.750  -0.892184905  -0.093524130   0.219974457   0.383236965
193.000  -0.892162092  -0.093597218   0.220091899   0.383204799
193.250  -0.892139160  -0.093670213   0.220209272   0.383172921
193.500  -0.892116106  -0.093743113   0.220326577   0.383141333
193.750  -0.892092932  -0.093815920   0.220443813   0.383110035
194.000  -0.892069638  -0.093888634   0.220560982   0.383079025
194.250  -0.892046223  -0.093961253   0.220678082   0.383048305
194.500  -0.892022688  -0.094033779   0.220795114   0.383017873
194.750  -0.891999032  -0.094106210   0.220912078   0.382987731
195.000  -0.891975256  -0.094178548   0.221028975   0.382957877
195.250  -0.891951360  -0.094250791   0.221145804   0.382928313
195.500  -0.891927344  -0.094322940   0.221262566   0.382899037
195.750  -0.891903208  -0.094394995   0.221379261   0.382870051
196.000  -0.891878952  -0.094466956   0.221495888   0.382841353
196.250  -0.891854575  -0.094538822   0.221612449   0.382812944
196.500  -0.891830079  -0.094610593   0.221728942   0.382784824
196.750  -0.891805463  -0.094682271   0.221845369   0.382756993
197.000  -0.891780727  -0.094753853   0.221961730   0.382729450
197.250  -0.891755872  -0.094825341   0.222078024   0.382702197
197.500  -0.891730896  -0.094896734   0.222194252   0.382675232
197.750  -0.891705801  -0.094968033   0.222310413   0.382648555
198.000  -0.891680586  -0.095039236   0.222426509   0.382622168
198.250  -0.891655252  -0.095110345   0.222542539   0.382596069
198.500  -0.891629798  -0.095181358   0.222658503   0.382570258
198.750  -0.891604225  -0.095252277   0.222774402   0.382544737
199.000  -0.891578532  -0.095323100   0.222890235   0.382519503
199.250  -0.891552720  -0.095393828   0.223006003   0.382494558
199.500  -0.891526789  -0.095464461   0.223121706   0.382469902
199.750  -0.891500738  -0.095534998   0.223237344   0.382445534
200.000  -0.891474568  -0.095605440   0.223352917   0.382421455
200.250  -0.891448279  -0.095675786   0.223468425   0.382397664
200.500  -0.891421870  -0.095746037   0.223583869   0.382374161
200.750  -0.891395343  -0.095816192   0.223699249   0.382350947
201.000  -0.891368696  -0.095886251   0.223814564   0.382328020
201.250  -0.891341931  -0.095956215   0.223929815   0.382305383
201.500  -0.891315046  -0.096026082   0.224045002   0.382283033
201.750  -0.891288043  -0.096095854   0.224160125   0.382260971
202.000  -0.891260920  -0.096165530   0.224275184   0.382239198
202.250  -0.891233679  -0.096235109   0.224390180   0.382217713
202.500  -0.891206319  -0.096304592   0.224505112   0.382196516
202.750  -0.891178840  -0.096373979   0.224619981   0.382175607
203.000  -0.891151243  -0.096443270   0.224734787   0.382154986
203.250  -0.891123527  -0.096512464   0.224849530   0.382134653
203.500  -0.891095692  -0.096581562   0.224964210   0.382114608
203.750  -0.891067739  -0.096650563   0.225078827   0.382094851
204.000  -0.891039667  -0.096719467   0.225193382   0.382075382
204.250  -0.891011477  -0.096788275   0.225307874   0.382056201
204.500  -0.890983168  -0.096856986   0.225422304   0.382037307
204.750  -0.890954740  -0.096925600   0.225536671   0.382018701
205.000  -0.890926195  -0.096994117   0.225650977   0.382000384
205.250  -0.890897531  -0.097062537   0.225765221   0.381982354
205.500  -0.890868749  -0.097130860   0.225879403   0.381964611
205.750  -0.890839848  -0.097199086   0.225993523   0.381947156
206.000  -0.890810829  -0.097267215   0.226107582   0.381929989
206.250  -0.890781692  -0.097335246   0.226221579   0.381913110
206.500  -0.890752437  -0.097403180   0.226335516   0.381896518
206.750  -0.890723064  -0.097471016   0.226449391   0.381880214
207.000  -0.890693573  -0.097538754   0.226563205   0.381864197
207.250  -0.890663963  -0.097606395   0.226676958   0.381848468
207.500  -0.890634236  -0.097673939   0.226790651   0.381833026
207.750  -0.890604391  -0.097741384   0.226904283   0.381817871
208.000  -0.890574428  -0.097808731   0.227017855   0.381803004
208.250  -0.890544347  -0.097875981   0.227131367   0.381788425
208.500  -0.890514148  -0.097943132   0.227244818   0.381774132
208.750  -0.890483831  -0.098010186   0.227358210   0.381760127
209.000  -0.890453396  -0.098077141   0.227471542   0.381746409
209.250  -0.890422844  -0.098143997   0.227584814   0.381732979
209.500  -0.890392174  -0.098210756   0.227698026   0.381719835
209.750  -0.890361386  -0.098277416   0.227811179   0.381706979
210.000  -0.890330481  -0.098343977   0.227924273   0.381694409
210.250  -0.890299458  -0.098410439   0.228037308   0.381682127
210.500  -0.890268318  -0.098476803   0.228150283   0.381670132
210.750  -0.890237060  -0.098543069   0.228263200   0.381658424
211.000  -0.890205684  -0.098609235   0.228376058   0.381647003
211.250  -0.890174191  -0.098675302   0.228488858   0.381635869
211.500  -0.890142580  -0.098741270   0.228601599   0.381625021
211.750  -0.890110853  -0.098807139   0.228714281   0.381614461
212.000  -0.890079007  -0.098872909   0.228826906   0.381604187
212.250  -0.890047045  -0.098938580   0.228939472   0.381594201
212.500  -0.890014965  -0.099004151   0.229051981   0.381584501
212.750  -0.889982767  -0.099069623   0.229164432   0.381575087
213.000  -0.889950453  -0.099134995   0.229276825   0.381565961
213.250  -0.889918021  -0.099200267   0.229389160   0.381557121
213.500  -0.889885472  -0.099265440   0.229501439   0.381548568
213.750  -0.889852805  -0.099330513   0.229613660   0.381540301
214.000  -0.889820022  -0.099395486   0.229725824   0.381532321
214.250  -0.889787122  -0.099460359   0.229837931   0.381524627
214.500  -0.889754104  -0.099525132   0.229949981   0.381517220
214.750  -0.889720969  -0.099589804   0.230061974   0.381510099
215.000  -0.889687718  -0.099654377   0.230173911   0.381503265
215.250  -0.889654349  -0.099718849   0.230285792   0.381496717
215.500  -0.889620863  -0.099783221   0.230397616   0.381490455
215.750  -0.889587260  -0.099847492   0.230509384   0.381484480
216.000  -0.889553541  -0.099911662   0.230621096   0.381478791
216.250  -0.889519704  -0.099975732   0.230732753   0.381473388
216.500  -0.889485751  -0.100039701   0.230844353   0.381468272
216.750  -0.889451680  -0.100103570   0.230955898   0.381463441
217.000  -0.889417493  -0.100167337   0.231067388   0.381458897
217.250  -0.889383189  -0.100231003   0.231178822   0.381454639
217.500  -0.889348768  -0.100294568   0.231290201   0.381450667
217.750  -0.889314231  -0.100358032   0.231401525   0.381446980
218.000  -0.889279576  -0.100421395   0.231512794   0.381443580
218.250  -0.889244805  -0.100484656   0.231624008   0.381440466
218.500  -0.889209918  -0.100547816   0.231735167   0.381437638
218.750  -0.889174913  -0.100610874   0.231846272   0.381435095
219.000  -0.889139792  -0.100673830   0.231957323   0.381432839
219.250  -0.889104554  -0.100736685   0.232068319   0.381430868
219.500  -0.889069200  -0.100799438   0.232179262   0.381429183
219.750  -0.889033729  -0.100862088   0.232290150   0.381427784
220.000  -0.888998141  -0.100924637   0.232400984   0.381426670
220.250  -0.888962437  -0.100987084   0.232511765   0.381425842
220.500  -0.888926617  -0.101049428   0.232622492   0.381425300
220.750  -0.888890680  -0.101111670   0.232733166   0.381425043
221.000  -0.888854626  -0.101173810   0.232843786   0.381425072
221.250  -0.888818456  -0.101235847   0.232954354   0.381425386
221.500  -0.888782169  -0.101297782   0.233064868   0.381425986
221.750  -0.888745766  -0.101359614   0.233175329   0.381426871
222.000  -0.888709247  -0.101421343   0.233285738   0.381428041
222.250  -0.888672611  -0.101482969   0.233396093   0.381429497
222.500  -0.888635859  -0.101544492   0.233506397   0.381431238
222.750  -0.888598990  -0.101605912   0.233616648   0.381433265
223.000  -0.888562005  -0.101667229   0.233726846   0.381435577
223.250  -0.888524904  -0.101728443   0.233836993   0.381438174
223.500  -0.888487686  -0.101789554   0.233947088   0.381441056
223.750  -0.888450352  -0.101850560   0.234057130   0.381444223
224.000  -0.888412902  -0.101911464   0.234167121   0.381447675
224.250  -0.888375335  -0.101972264   0.234277061   0.381451413
224.500  -0.888337652  -0.102032960   0.234386949   0.381455435
224.750  -0.888299853  -0.102093552   0.234496786   0.381459742
225.000  -0.888261938  -0.102154040   0.234606571   0.381464334
225.250  -0.888223906  -0.102214425   0.234716306   0.381469212
225.500  -0.888185759  -0.102274705   0.234825989   0.381474374
225.750  -0.888147495  -0.102334881   0.234935622   0.381479820
226.000  -0.888109115  -0.102394952   0.235045204   0.381485552
226.250  -0.888070618  -0.102454919   0.235154735   0.381491568
226.500  -0.888032006  -0.102514782   0.235264217   0.381497869
226.750  -0.887993277  -0.102574540   0.235373647   0.381504455
227.000  -0.887954432  -0.102634194   0.235483028   0.381511326
227.250  -0.887915472  -0.102693742   0.235592359   0.381518481
227.500  -0.887876395  -0.102753186   0.235701640   0.381525920
227.750  -0.887837202  -0.102812525   0.235810871   0.381533644
228.000  -0.887797892  -0.102871758   0.235920052   0.381541652
228.250  -0.887758467  -0.102930887   0.236029184   0.381549945
