t_sec      qx           qy           qz           qw
228.500  -0.887718926  -0.102989910   0.236138267   0.381558523
228.750  -0.887679268  -0.103048827   0.236247301   0.381567384
229.000  -0.887639495  -0.103107640   0.236356285   0.381576530
229.250  -0.887599605  -0.103166346   0.236465220   0.381585960
229.500  -0.887559600  -0.103224947   0.236574107   0.381595675
229.750  -0.887519478  -0.103283442   0.236682945   0.381605673
230.000  -0.887479241  -0.103341831   0.236791734   0.381615956
230.250  -0.887438887  -0.103400115   0.236900475   0.381626523
230.500  -0.887398417  -0.103458292   0.237009168   0.381637374
230.750  -0.887357832  -0.103516363   0.237117812   0.381648509
231.000  -0.887317130  -0.103574327   0.237226409   0.381659928
231.250  -0.887276312  -0.103632185   0.237334957   0.381671631
231.500  -0.887235379  -0.103689937   0.237443458   0.381683618
231.750  -0.887194329  -0.103747582   0.237551911   0.381695889
232.000  -0.887153163  -0.103805120   0.237660316   0.381708443
232.250  -0.887111882  -0.103862552   0.237768674   0.381721282
232.500  -0.887070484  -0.103919877   0.237876985   0.381734404
232.750  -0.887028971  -0.103977094   0.237985248   0.381747810
233.000  -0.886987341  -0.104034205   0.238093465   0.381761499
233.250  -0.886945596  -0.104091208   0.238201635   0.381775472
233.500  -0.886903735  -0.104148104   0.238309758   0.381789729
233.750  -0.886861757  -0.104204892   0.238417834   0.381804269
234.000  -0.886819664  -0.104261573   0.238525864   0.381819093
234.250  -0.886777455  -0.104318146   0.238633847   0.381834201
234.500  -0.886735130  -0.104374612   0.238741785   0.381849591
234.750  -0.886692689  -0.104430970   0.238849676   0.381865265
235.000  -0.886650132  -0.104487219   0.238957521   0.381881223
235.250  -0.886607459  -0.104543361   0.239065320   0.381897463
235.500  -0.886564670  -0.104599395   0.239173073   0.381913987
235.750  -0.886521765  -0.104655320   0.239280781   0.381930795
236.000  -0.886478744  -0.104711137   0.239388444   0.381947885
236.250  -0.886435608  -0.104766845   0.239496061   0.381965259
236.500  -0.886392355  -0.104822445   0.239603633   0.381982915
236.750  -0.886348986  -0.104877936   0.239711159   0.382000855
237.000  -0.886305502  -0.104933318   0.239818641   0.382019077
237.250  -0.886261901  -0.104988591   0.239926078   0.382037583
237.500  -0.886218185  -0.105043755   0.240033470   0.382056372
237.750  -0.886174353  -0.105098810   0.240140818   0.382075443
238.000  -0.886130404  -0.105153756   0.240248121   0.382094797
238.250  -0.886086340  -0.105208593   0.240355380   0.382114435
238.500  -0.886042160  -0.105263320   0.240462594   0.382134354
238.750  -0.885997864  -0.105317937   0.240569765   0.382154557
239.000  -0.885953452  -0.105372445   0.240676891   0.382175042
239.250  -0.885908924  -0.105426843   0.240783974   0.382195810
239.500  -0.885864280  -0.105481132   0.240891013   0.382216861
239.750  -0.885819520  -0.105535310   0.240998008   0.382238194
240.000  -0.885774644  -0.105589378   0.241104960   0.382259809
240.250  -0.885729652  -0.105643336   0.241211869   0.382281707
240.500  -0.885684544  -0.105697183   0.241318734   0.382303887
240.750  -0.885639320  -0.105750920   0.241425556   0.382326350
241.000  -0.885593980  -0.105804547   0.241532336   0.382349095
241.250  -0.885548525  -0.105858063   0.241639072   0.382372123
241.500  -0.885502953  -0.105911468   0.241745766   0.382395432
241.750  -0.885457265  -0.105964762   0.241852417   0.382419024
242.000  -0.885411461  -0.106017945   0.241959026   0.382442898
242.250  -0.885365541  -0.106071017   0.242065592   0.382467054
242.500  -0.885319505  -0.106123978   0.242172116   0.382491492
242.750  -0.885273353  -0.106176828   0.242278598   0.382516212
243.000  -0.885227085  -0.106229566   0.242385039   0.382541214
243.250  -0.885180701  -0.106282192   0.242491437   0.382566499
243.500  -0.885134200  -0.106334707   0.242597794   0.382592065
243.750  -0.885087584  -0.106387110   0.242704109   0.382617912
244.000  -0.885040852  -0.106439402   0.242810382   0.382644042
244.250  -0.884994003  -0.106491581   0.242916614   0.382670453
244.500  -0.884947039  -0.106543648   0.243022805   0.382697146
244.750  -0.884899958  -0.106595603   0.243128955   0.382724121
245.000  -0.884852761  -0.106647446   0.243235064   0.382751378
245.250  -0.884805448  -0.106699176   0.243341132   0.382778916
245.500  -0.884758019  -0.106750793   0.243447159   0.382806735
245.750  -0.884710474  -0.106802298   0.243553146   0.382834836
246.000  -0.884662812  -0.106853690   0.243659092   0.382863218
246.250  -0.884615035  -0.106904969   0.243764998   0.382891882
246.500  -0.884567141  -0.106956135   0.243870864   0.382920827
246.750  -0.884519131  -0.107007188   0.243976689   0.382950054
247.000  -0.884471005  -0.107058128   0.244082475   0.382979562
247.250  -0.884422762  -0.107108954   0.244188220   0.383009351
247.500  -0.884374403  -0.107159667   0.244293926   0.383039421
247.750  -0.884325928  -0.107210267   0.244399593   0.383069772
248.000  -0.884277337  -0.107260752   0.244505219   0.383100404
248.250  -0.884228630  -0.107311124   0.244610807   0.383131318
248.500  -0.884179806  -0.107361382   0.244716355   0.383162512
248.750  -0.884130866  -0.107411525   0.244821864   0.383193987
249.000  -0.884081809  -0.107461555   0.244927334   0.383225743
249.250  -0.884032636  -0.107511470   0.245032765   0.383257780
249.500  -0.883983347  -0.107561271   0.245138157   0.383290098
249.750  -0.883933941  -0.107610957   0.245243511   0.383322697
250.000  -0.883884419  -0.107660529   0.245348826   0.383355576
250.250  -0.883834781  -0.107709985   0.245454103   0.383388736
250.500  -0.883785026  -0.107759327   0.245559341   0.383422176
250.750  -0.883735155  -0.107808554   0.245664541   0.383455897
251.000  -0.883685167  -0.107857666   0.245769704   0.383489899
251.250  -0.883635063  -0.107906663   0.245874828   0.383524181
251.500  -0.883584842  -0.107955544   0.245979914   0.383558743
251.750  -0.883534505  -0.108004310   0.246084963   0.383593586
252.000  -0.883484051  -0.108052960   0.246189974   0.383628709
252.250  -0.883433480  -0.108101494   0.246294948   0.383664113
252.500  -0.883382793  -0.108149913   0.246399884   0.383699797
252.750  -0.883331990  -0.108198215   0.246504783   0.383735760
253.000  -0.883281070  -0.108246402   0.246609645   0.383772004
253.250  -0.883230033  -0.108294472   0.246714470   0.383808528
253.500  -0.883178879  -0.108342426   0.246819259   0.383845332
253.750  -0.883127609  -0.108390264   0.246924010   0.383882416
254.000  -0.883076222  -0.108437985   0.247028725   0.383919780
254.250  -0.883024719  -0.108485589   0.247133404   0.383957424
254.500  -0.882973099  -0.108533077   0.247238046   0.383995348
254.750  -0.882921362  -0.108580447   0.247342651   0.384033551
255.000  -0.882869508  -0.108627701   0.247447221   0.384072035
255.250  -0.882817537  -0.108674837   0.247551754   0.384110798
255.500  -0.882765450  -0.108721856   0.247656252   0.384149840
255.750  -0.882713245  -0.108768758   0.247760714   0.384189162
256.000  -0.882660924  -0.108815542   0.247865140   0.384228764
256.250  -0.882608486  -0.108862209   0.247969531   0.384268645
256.500  -0.882555931  -0.108908758   0.248073886   0.384308805
256.750  -0.882503259  -0.108955189   0.248178206   0.384349245
257.000  -0.882450470  -0.109001502   0.248282491   0.384389965
257.250  -0.882397564  -0.109047696   0.248386740   0.384430963
257.500  -0.882344542  -0.109093773   0.248490955   0.384472241
257.750  -0.882291402  -0.109139731   0.248595135   0.384513798
258.000  -0.882238145  -0.109185570   0.248699280   0.384555634
258.250  -0.882184771  -0.109231291   0.248803390   0.384597749
258.500  -0.882131279  -0.109276894   0.248907466   0.384640143
258.750  -0.882077671  -0.109322377   0.249011508   0.384682816
259.000  -0.882023945  -0.109367741   0.249115515   0.384725769
259.250  -0.881970103  -0.109412986   0.249219488   0.384768999
259.500  -0.881916143  -0.109458112   0.249323427   0.384812509
259.750  -0.881862066  -0.109503119   0.249427333   0.384856298
260.000  -0.881807871  -0.109548006   0.249531204   0.384900365
260.250  -0.881753559  -0.109592773   0.249635042   0.384944711
260.500  -0.881699130  -0.109637421   0.249738846   0.384989335
260.750  -0.881644584  -0.109681949   0.249842617   0.385034238
261.000  -0.881589920  -0.109726357   0.249946354   0.385079420
261.250  -0.881535139  -0.109770644   0.250050058   0.385124880
261.500  -0.881480240  -0.109814812   0.250153729   0.385170618
261.750  -0.881425224  -0.109858859   0.250257367   0.385216635
262.000  -0.881370090  -0.109902785   0.250360972   0.385262930
262.250  -0.881314839  -0.109946591   0.250464545   0.385309503
262.500  -0.881259470  -0.109990276   0.250568085   0.385356354
262.750  -0.881203984  -0.110033841   0.250671592   0.385403484
263.000  -0.881148380  -0.110077284   0.250775067   0.385450891
263.250  -0.881092659  -0.110120606   0.250878509   0.385498577
263.500  -0.881036819  -0.110163807   0.250981919   0.385546540
263.750  -0.880980862  -0.110206886   0.251085298   0.385594782
264.000  -0.880924788  -0.110249844   0.251188644   0.385643301
264.250  -0.880868595  -0.110292681   0.251291958   0.385692098
264.500  -0.880812285  -0.110335395   0.251395241   0.385741173
264.750  -0.880755857  -0.110377988   0.251498492   0.385790525
265.000  -0.880699311  -0.110420458   0.251601712   0.385840155
265.250  -0.880642647  -0.110462807   0.251704900   0.385890063
265.500  -0.880585865  -0.110505033   0.251808057   0.385940248
265.750  -0.880528965  -0.110547137   0.251911183   0.385990710
266.000  -0.880471947  -0.110589118   0.252014277   0.386041450
266.250  -0.880414811  -0.110630976   0.252117341   0.386092468
266.500  -0.880357557  -0.110672712   0.252220374   0.386143762
266.750  -0.880300185  -0.110714325   0.252323376   0.386195334
267.000  -0.880242695  -0.110755815   0.252426348   0.386247183
267.250  -0.880185087  -0.110797181   0.252529289   0.386299309
267.500  -0.880127360  -0.110838424   0.252632200   0.386351712
267.750  -0.880069515  -0.110879544   0.252735080   0.386404392
268.000  -0.880011552  -0.110920540   0.252837931   0.386457349
268.250  -0.879953471  -0.110961413   0.252940751   0.386510583
268.500  -0.879895271  -0.111002162   0.253043541   0.386564094
268.750  -0.879836953  -0.111042786   0.253146302   0.386617881
269.000  -0.879778516  -0.111083287   0.253249033   0.386671945
269.250  -0.879719961  -0.111123663   0.253351734   0.386726286
269.500  -0.879661288  -0.111163915   0.253454406   0.386780904
269.750  -0.879602496  -0.111204043   0.253557048   0.386835797
270.000  -0.879543585  -0.111244046   0.253659661   0.386890968
270.250  -0.879484556  -0.111283924   0.253762245   0.386946414
270.500  -0.879425408  -0.111323677   0.253864800   0.387002138
270.750  -0.879366141  -0.111363305   0.253967326   0.387058137
271.000  -0.879306756  -0.111402808   0.254069823   0.387114412
271.250  -0.879247252  -0.111442186   0.254172292   0.387170964
271.500  -0.879187629  -0.111481439   0.254274732   0.387227792
271.750  -0.879127887  -0.111520566   0.254377143   0.387284896
272.000  -0.879068027  -0.111559567   0.254479526   0.387342275
272.250  -0.879008047  -0.111598442   0.254581881   0.387399931
272.500  -0.878947949  -0.111637192   0.254684208   0.387457863
272.750  -0.878887731  -0.111675815   0.254786506   0.387516070
273.000  -0.878827395  -0.111714312   0.254888777   0.387574553
273.250  -0.878766939  -0.111752683   0.254991020   0.387633311
273.500  -0.878706365  -0.111790927   0.255093235   0.387692346
273.750  -0.878645671  -0.111829045   0.255195422   0.387751655
274.000  -0.878584858  -0.111867036   0.255297582   0.387811241
274.250  -0.878523926  -0.111904900   0.255399715   0.387871101
274.500  -0.878462874  -0.111942637   0.255501820   0.387931237
274.750  -0.878401703  -0.111980247   0.255603898   0.387991648
275.000  -0.878340413  -0.112017730   0.255705949   0.388052335
275.250  -0.878279003  -0.112055085   0.255807974   0.388113296
275.500  -0.878217474  -0.112092313   0.255909971   0.388174533
275.750  -0.878155826  -0.112129413   0.256011941   0.388236045
276.000  -0.878094057  -0.112166386   0.256113885   0.388297831
276.250  -0.878032170  -0.112203230   0.256215803   0.388359893
276.500  -0.877970162  -0.112239946   0.256317694   0.388422229
276.750  -0.877908036  -0.112276534   0.256419559   0.388484840
277.000  -0.877845789  -0.112312994   0.256521397   0.388547726
277.250  -0.877783422  -0.112349325   0.256623210   0.388610886
277.500  -0.877720936  -0.112385528   0.256724996   0.388674321
277.750  -0.877658330  -0.112421602   0.256826757   0.388738030
278.000  -0.877595604  -0.112457547   0.256928491   0.388802014
278.250  -0.877532758  -0.112493363   0.257030201   0.388866272
278.500  -0.877469792  -0.112529049   0.257131884   0.388930805
278.750  -0.877406706  -0.112564607   0.257233542   0.388995611
279.000  -0.877343501  -0.112600035   0.257335175   0.389060692
279.250  -0.877280174  -0.112635334   0.257436783   0.389126047
279.500  -0.877216728  -0.112670502   0.257538365   0.389191675
279.750  -0.877153162  -0.112705541   0.257639923   0.389257578
280.000  -0.877089475  -0.112740450   0.257741455   0.389323755
280.250  -0.877025668  -0.112775229   0.257842963   0.389390205
280.500  -0.876961741  -0.112809878   0.257944446   0.389456929
280.750  -0.876897693  -0.112844396   0.258045904   0.389523927
281.000  -0.876833525  -0.112878784   0.258147338   0.389591198
281.250  -0.876769236  -0.112913041   0.258248748   0.389658743
281.500  -0.876704827  -0.112947167   0.258350133   0.389726561
281.750  -0.876640297  -0.112981162   0.258451494   0.389794652
282.000  -0.876575647  -0.113015027   0.258552832   0.389863017
282.250  -0.876510876  -0.113048760   0.258654145   0.389931655
282.500  -0.876445984  -0.113082361   0.258755434   0.390000567
282.750  -0.876380972  -0.113115832   0.258856699   0.390069751
283.000  -0.876315838  -0.113149170   0.258957941   0.390139208
283.250  -0.876250584  -0.113182377   0.259059160   0.390208938
283.500  -0.876185209  -0.113215452   0.259160355   0.390278941
283.750  -0.876119713  -0.113248395   0.259261526   0.390349217
284.000  -0.876054095  -0.113281205   0.259362675   0.390419766
284.250  -0.875988357  -0.113313884   0.259463800   0.390490587
284.500  -0.875922498  -0.113346430   0.259564902   0.390561681
284.750  -0.875856517  -0.113378843   0.259665981   0.390633047
285.000  -0.875790415  -0.113411124   0.259767038   0.390704686
285.250  -0.875724192  -0.113443272   0.259868072   0.390776597
285.500  -0.875657848  -0.113475286   0.259969083   0.390848780
285.750  -0.875591382  -0.113507168   0.260070072   0.390921235
286.000  -0.875524795  -0.113538916   0.260171038   0.390993963
286.250  -0.875458086  -0.113570531   0.260271982   0.391066962
286.500  -0.875391256  -0.113602013   0.260372904   0.391140233
286.750  -0.875324304  -0.113633360   0.260473804   0.391213777
287.000  -0.875257231  -0.113664574   0.260574682   0.391287592
287.250  -0.875190036  -0.113695654   0.260675538   0.391361679
287.500  -0.875122719  -0.113726600   0.260776372   0.391436037
287.750  -0.875055280  -0.113757411   0.260877184   0.391510667
288.000  -0.874987720  -0.113788088   0.260977975   0.391585568
288.250  -0.874920038  -0.113818631   0.261078745   0.391660741
288.500  -0.874852233  -0.113849039   0.261179493   0.391736185
288.750  -0.874784307  -0.113879312   0.261280220   0.391811901
289.000  -0.874716259  -0.113909450   0.261380925   0.391887887
289.250  -0.874648088  -0.113939453   0.261481610   0.391964145
289.500  -0.874579795  -0.113969320   0.261582274   0.392040674
289.750  -0.874511380  -0.113999053   0.261682917   0.392117473
290.000  -0.874442843  -0.114028649   0.261783539   0.392194543
290.250  -0.874374184  -0.114058111   0.261884140   0.392271884
290.500  -0.874305402  -0.114087436   0.261984721   0.392349496
290.750  -0.874236498  -0.114116625   0.262085282   0.392427378
291.000  -0.874167471  -0.114145679   0.262185822   0.392505531
291.250  -0.874098321  -0.114174596   0.262286342   0.392583954
291.500  -0.874029049  -0.114203377   0.262386841   0.392662648
291.750  -0.873959655  -0.114232021   0.262487321   0.392741612
292.000  -0.873890137  -0.114260528   0.262587781   0.392820846
292.250  -0.873820497  -0.114288899   0.262688221   0.392900350
292.500  -0.873750734  -0.114317133   0.262788641   0.392980124
292.750  -0.873680848  -0.114345230   0.262889042   0.393060168
293.000  -0.873610839  -0.114373189   0.262989423   0.393140481
293.250  -0.873540708  -0.114401012   0.263089785   0.393221065
293.500  -0.873470453  -0.114428696   0.263190127   0.393301918
293.750  -0.873400075  -0.114456243   0.263290450   0.393383041
294.000  -0.873329574  -0.114483653   0.263390754   0.393464433
294.250  -0.873258949  -0.114510924   0.263491039   0.393546094
294.500  -0.873188202  -0.114538057   0.263591305   0.393628025
294.750  -0.873117330  -0.114565052   0.263691552   0.393710225
295.000  -0.873046336  -0.114591909   0.263791781   0.393792694
295.250  -0.872975218  -0.114618627   0.263891990   0.393875432
295.500  -0.872903977  -0.114645207   0.263992182   0.393958439
295.750  -0.872832612  -0.114671648   0.264092355   0.394041715
296.000  -0.872761123  -0.114697950   0.264192509   0.394125260
296.250  -0.872689511  -0.114724113   0.264292645   0.394209073
296.500  -0.872617775  -0.114750136   0.264392764   0.394293155
296.750  -0.872545915  -0.114776021   0.264492864   0.394377506
297.000  -0.872473931  -0.114801765   0.264592946   0.394462124
297.250  -0.872401823  -0.114827371   0.264693010   0.394547011
297.500  -0.872329591  -0.114852836   0.264793057   0.394632167
297.750  -0.872257236  -0.114878162   0.264893086   0.394717590
298.000  -0.872184756  -0.114903347   0.264993097   0.394803282
298.250  -0.872112152  -0.114928392   0.265093091   0.394889241
298.500  -0.872039423  -0.114953297   0.265193068   0.394975468
298.750  -0.871966571  -0.114978061   0.265293028   0.395061963
299.000  -0.871893594  -0.115002685   0.265392970   0.395148725
299.250  -0.871820492  -0.115027168   0.265492895   0.395235756
299.500  -0.871747266  -0.115051510   0.265592803   0.395323053
299.750  -0.871673916  -0.115075711   0.265692695   0.395410618
300.000  -0.871600441  -0.115099771   0.265792569   0.395498450
300.250  -0.871526841  -0.115123689   0.265892427   0.395586549
300.500  -0.871453117  -0.115147466   0.265992269   0.395674916
300.750  -0.871379268  -0.115171102   0.266092094   0.395763549
301.000  -0.871305294  -0.115194595   0.266191903   0.395852449
301.250  -0.871231195  -0.115217947   0.266291695   0.395941616
301.500  -0.871156971  -0.115241156   0.266391471   0.396031050
301.750  -0.871082622  -0.115264223   0.266491231   0.396120750
302.000  -0.871008148  -0.115287148   0.266590975   0.396210717
302.250  -0.870933548  -0.115309931   0.266690704   0.396300950
302.500  -0.870858824  -0.115332571   0.266790416   0.396391449
302.750  -0.870783974  -0.115355068   0.266890113   0.396482214
303.000  -0.870708999  -0.115377422   0.266989794   0.396573246
303.250  -0.870633899  -0.115399633   0.267089460   0.396664543
303.500  -0.870558673  -0.115421700   0.267189110   0.396756106
303.750  -0.870483321  -0.115443625   0.267288745   0.396847936
304.000  -0.870407844  -0.115465406   0.267388365   0.396940030
304.250  -0.870332241  -0.115487043   0.267487970   0.397032390
304.500  -0.870256512  -0.115508536   0.267587560   0.397125016
304.750  -0.870180658  -0.115529886   0.267687134   0.397217907
305.000  -0.870104678  -0.115551091   0.267786694   0.397311063
305.250  -0.870028572  -0.115572152   0.267886240   0.397404485
305.500  -0.869952340  -0.115593069   0.267985770   0.397498171
305.750  -0.869875981  -0.115613841   0.268085286   0.397592123
306.000  -0.869799497  -0.115634469   0.268184788   0.397686339
306.250  -0.869722887  -0.115654952   0.268284275   0.397780820
306.500  -0.869646150  -0.115675290   0.268383748   0.397875565
306.750  -0.869569287  -0.115695482   0.268483207   0.397970575
307.000  -0.869492297  -0.115715530   0.268582652   0.398065849
307.250  -0.869415181  -0.115735432   0.268682083   0.398161388
307.500  -0.869337939  -0.115755189   0.268781500   0.398257190
307.750  -0.869260570  -0.115774799   0.268880903   0.398353257
308.000  -0.869183074  -0.115794265   0.268980293   0.398449588
308.250  -0.869105452  -0.115813584   0.269079669   0.398546182
308.500  -0.869027703  -0.115832757   0.269179032   0.398643040
308.750  -0.868949826  -0.115851783   0.269278381   0.398740162
309.000  -0.868871824  -0.115870664   0.269377717   0.398837548
309.250  -0.868793694  -0.115889397   0.269477039   0.398935196
309.500  -0.868715437  -0.115907984   0.269576349   0.399033108
309.750  -0.868637053  -0.115926425   0.269675645   0.399131283
310.000  -0.868558541  -0.115944718   0.269774929   0.399229721
310.250  -0.868479903  -0.115962864   0.269874200   0.399328422
310.500  -0.868401137  -0.115980863   0.269973458   0.399427386
310.750  -0.868322244  -0.115998714   0.270072703   0.399526613
311.000  -0.868243223  -0.116016418   0.270171936   0.399626102
311.250  -0.868164075  -0.116033974   0.270271156   0.399725853
311.500  -0.868084799  -0.116051383   0.270370365   0.399825867
311.750  -0.868005396  -0.116068643   0.270469560   0.399926143
312.000  -0.867925865  -0.116085755   0.270568744   0.400026681
312.250  -0.867846206  -0.116102719   0.270667916   0.400127482
312.500  -0.867766419  -0.116119535   0.270767075   0.400228544
312.750  -0.867686504  -0.116136201   0.270866223   0.400329867
313.000  -0.867606461  -0.116152720   0.270965359   0.400431453
313.250  -0.867526291  -0.116169089   0.271064483   0.400533300
313.500  -0.867445992  -0.116185309   0.271163595   0.400635408
313.750  -0.867365564  -0.116201380   0.271262696   0.400737778
314.000  -0.867285009  -0.116217302   0.271361786   0.400840408
314.250  -0.867204325  -0.116233074   0.271460864   0.400943300
314.500  -0.867123513  -0.116248697   0.271559931   0.401046452
314.750  -0.867042572  -0.116264170   0.271658987   0.401149866
315.000  -0.866961503  -0.116279493   0.271758032   0.401253540
315.250  -0.866880305  -0.116294667   0.271857066   0.401357474
315.500  -0.866798979  -0.116309689   0.271956089   0.401461669
315.750  -0.866717524  -0.116324562   0.272055101   0.401566124
316.000  -0.866635940  -0.116339284   0.272154103   0.401670840
316.250  -0.866554227  -0.116353856   0.272253094   0.401775815
316.500  -0.866472385  -0.116368277   0.272352074   0.401881050
316.750  -0.866390414  -0.116382546   0.272451044   0.401986545
317.000  -0.866308314  -0.116396665   0.272550004   0.402092300
317.250  -0.866226084  -0.116410633   0.272648954   0.402198314
317.500  -0.866143726  -0.116424449   0.272747893   0.402304587
317.750  -0.866061238  -0.116438114   0.272846822   0.402411120
318.000  -0.865978621  -0.116451627   0.272945742   0.402517911
318.250  -0.865895874  -0.116464989   0.273044651   0.402624962
318.500  -0.865812998  -0.116478198   0.273143551   0.402732272
318.750  -0.865729992  -0.116491256   0.273242441   0.402839840
319.000  -0.865646856  -0.116504161   0.273341321   0.402947667
319.250  -0.865563591  -0.116516914   0.273440192   0.403055752
319.500  -0.865480196  -0.116529514   0.273539054   0.403164096
319.750  -0.865396671  -0.116541962   0.273637906   0.403272698
320.000  -0.865313016  -0.116554257   0.273736749   0.403381558
320.250  -0.865229231  -0.116566399   0.273835583   0.403490676
320.500  -0.865145316  -0.116578388   0.273934408   0.403600051
320.750  -0.865061271  -0.116590224   0.274033224   0.403709684
321.000  -0.864977095  -0.116601906   0.274132031   0.403819575
321.250  -0.864892790  -0.116613435   0.274230830   0.403929723
321.500  -0.864808353  -0.116624810   0.274329619   0.404040128
321.750  -0.864723787  -0.116636032   0.274428400   0.404150791
322.000  -0.864639090  -0.116647099   0.274527173   0.404261710
322.250  -0.864554262  -0.116658013   0.274625937   0.404372886
322.500  -0.864469303  -0.116668772   0.274724693   0.404484319
322.750  -0.864384214  -0.116679377   0.274823440   0.404596008
323.000  -0.864298994  -0.116689827   0.274922180   0.404707954
323.250  -0.864213643  -0.116700123   0.275020911   0.404820156
323.500  -0.864128161  -0.116710263   0.275119635   0.404932614
323.750  -0.864042548  -0.116720249   0.275218350   0.405045328
324.000  -0.863956804  -0.116730080   0.275317058   0.405158298
324.250  -0.863870929  -0.116739755   0.275415758   0.405271523
324.500  -0.863784922  -0.116749275   0.275514451   0.405385004
324.750  -0.863698785  -0.116758640   0.275613136   0.405498741
325.000  -0.863612515  -0.116767849   0.275711814   0.405612732
325.250  -0.863526115  -0.116776902   0.275810484   0.405726979
325.500  -0.863439582  -0.116785799   0.275909147   0.405841481
325.750  -0.863352918  -0.116794540   0.276007803   0.405956237
326.000  -0.863266123  -0.116803125   0.276106452   0.406071248
326.250  -0.863179195  -0.116811553   0.276205094   0.406186514
326.500  -0.863092136  -0.116819825   0.276303729   0.406302033
326.750  -0.863004945  -0.116827940   0.276402357   0.406417807
327.000  -0.862917622  -0.116835898   0.276500979   0.406533836
327.250  -0.862830167  -0.116843700   0.276599594   0.406650118
327.500  -0.862742579  -0.116851344   0.276698202   0.406766653
327.750  -0.862654860  -0.116858831   0.276796804   0.406883443
328.000  -0.862567008  -0.116866160   0.276895400   0.407000485
328.250  -0.862479024  -0.116873332   0.276993989   0.407117781
328.500  -0.862390907  -0.116880347   0.277092572   0.407235330
328.750  -0.862302658  -0.116887203   0.277191150   0.407353132
329.000  -0.862214276  -0.116893902   0.277289721   0.407471187
329.250  -0.862125762  -0.116900442   0.277388286   0.407589495
329.500  -0.862037115  -0.116906824   0.277486845   0.407708055
329.750  -0.861948335  -0.116913048   0.277585399   0.407826867
330.000  -0.861859422  -0.116919113   0.277683947   0.407945932
330.250  -0.861770376  -0.116925020   0.277782490   0.408065248
330.500  -0.861681197  -0.116930767   0.277881027   0.408184817
330.750  -0.861591885  -0.116936356   0.277979559   0.408304637
331.000  -0.861502440  -0.116941785   0.278078085   0.408424709
331.250  -0.861412862  -0.116947056   0.278176606   0.408545032
331.500  -0.861323150  -0.116952166   0.278275123   0.408665606
331.750  -0.861233305  -0.116957118   0.278373634   0.408786431
332.000  -0.861143327  -0.116961909   0.278472140   0.408907507
332.250  -0.861053215  -0.116966541   0.278570641   0.409028834
332.500  -0.860962969  -0.116971013   0.278669138   0.409150412
332.750  -0.860872590  -0.116975325   0.278767630   0.409272240
333.000  -0.860782077  -0.116979476   0.278866117   0.409394318
333.250  -0.860691430  -0.116983467   0.278964600   0.409516646
333.500  -0.860600649  -0.116987297   0.279063079   0.409639224
333.750  -0.860509734  -0.116990967   0.279161553   0.409762052
334.000  -0.860418685  -0.116994476   0.279260023   0.409885129
334.250  -0.860327501  -0.116997824   0.279358489   0.410008456
334.500  -0.860236184  -0.117001011   0.279456951   0.410132032
334.750  -0.860144732  -0.117004036   0.279555409   0.410255857
335.000  -0.860053146  -0.117006901   0.279653863   0.410379931
335.250  -0.859961426  -0.117009603   0.279752313   0.410504254
335.500  -0.859869571  -0.117012144   0.279850759   0.410628825
335.750  -0.859777581  -0.117014523   0.279949202   0.410753644
336.000  -0.859685457  -0.117016741   0.280047642   0.410878712
336.250  -0.859593198  -0.117018796   0.280146078   0.411004028
336.500  -0.859500804  -0.117020689   0.280244510   0.411129591
336.750  -0.859408275  -0.117022419   0.280342940   0.411255403
337.000  -0.859315611  -0.117023987   0.280441366   0.411381461
337.250  -0.859222813  -0.117025392   0.280539789   0.411507767
337.500  -0.859129879  -0.117026635   0.280638209   0.411634321
337.750  -0.859036810  -0.117027714   0.280736626   0.411761121
338.000  -0.858943605  -0.117028631   0.280835041   0.411888168
338.250  -0.858850265  -0.117029384   0.280933452   0.412015461
338.500  -0.858756790  -0.117029974   0.281031861   0.412143001
338.750  -0.858663180  -0.117030400   0.281130268   0.412270787
339.000  -0.858569433  -0.117030663   0.281228672   0.412398820
339.250  -0.858475551  -0.117030761   0.281327074   0.412527098
339.500  -0.858381534  -0.117030696   0.281425473   0.412655621
339.750  -0.858287380  -0.117030467   0.281523870   0.412784391
340.000  -0.858193091  -0.117030074   0.281622265   0.412913405
340.250  -0.858098666  -0.117029516   0.281720658   0.413042665
340.500  -0.858004104  -0.117028794   0.281819049   0.413172170
340.750  -0.857909407  -0.117027907   0.281917438   0.413301919
341.000  -0.857814573  -0.117026856   0.282015825   0.413431913
341.250  -0.857719604  -0.117025639   0.282114211   0.413562152
341.500  -0.857624497  -0.117024258   0.282212595   0.413692635
341.750  -0.857529255  -0.117022711   0.282310978   0.413823361
342.000  -0.857433876  -0.117020999   0.282409359   0.413954332
342.250  -0.857338360  -0.117019122   0.282507739   0.414085546
342.500  -0.857242708  -0.117017078   0.282606117   0.414217003
342.750  -0.857146919  -0.117014870   0.282704494   0.414348704
343.000  -0.857050993  -0.117012495   0.282802871   0.414480648
343.250  -0.856954930  -0.117009954   0.282901246   0.414612835
343.500  -0.856858731  -0.117007247   0.282999620   0.414745264
343.750  -0.856762394  -0.117004374   0.283097994   0.414877936
344.000  -0.856665921  -0.117001335   0.283196367   0.415010850
344.250  -0.856569310  -0.116998129   0.283294739   0.415144007
344.500  -0.856472562  -0.116994756   0.283393111   0.415277405
344.750  -0.856375676  -0.116991216   0.283491482   0.415411044
